2018-10-03,270.99
2018-10-10,270.99
2018-10-17,270.99
2018-10-24,270.99
2018-10-31,270.99
2018-05-23,300.99
2018-06-10,313.99
2018-06-17,313.99
2018-06-24,313.99
2018-06-13,320.99
2018-06-20,320.99
2018-07-25,320.99
2018-09-26,320.99
2018-06-06,350.99
2018-06-27,350.99
2018-05-20,363.99
2018-06-22,363.99
2018-08-01,370.99
2018-08-08,370.99
2018-08-29,370.99
2018-09-19,370.99
2018-05-16,400.99
2018-11-07,400.99
2018-05-02,430.99
2018-02-10,430.99
2018-02-17,430.99
2018-02-24,430.99
2018-05-09,450.99
2018-09-12,450.99
2018-11-21,450.99
2018-05-13,463.99
2018-07-11,470.99
2018-07-18,470.99
2018-09-14,473.99
2018-09-16,473.99
2018-09-21,473.99
2018-09-23,473.99
2018-09-30,473.99
2018-10-26,473.99
2018-01-20,480.99
2018-01-27,480.99
2018-02-03,480.99
2018-04-22,493.99
2018-05-06,493.99
2018-05-30,500.99
2018-11-28,500.99
2018-12-05,500.99
2018-12-12,500.99
2018-05-27,513.99
2018-09-28,513.99
2018-03-27,518.99
2018-10-19,523.99
2018-10-21,523.99
2018-08-15,540.99
2018-08-22,540.99
2018-04-15,543.99
2018-07-04,550.99
2018-06-03,553.99
2018-07-13,553.99
2018-10-05,553.99
2018-10-07,553.99
2018-07-01,563.99
2018-07-06,563.99
2018-08-05,573.99
2018-08-10,573.99
2018-08-12,573.99
2018-08-17,573.99
2018-08-19,573.99
2018-04-18,578.99
2018-04-25,578.99
2018-03-28,579.99
2018-07-08,603.99
2018-07-15,603.99
2018-09-09,603.99
2018-10-12,603.99
2018-10-14,603.99
2018-10-28,603.99
2018-07-22,613.99
2018-07-27,613.99
2018-07-29,613.99
2018-08-03,613.99
2018-06-29,623.99
2018-04-11,628.99
2018-01-16,650.99
2018-01-23,650.99
2018-01-30,650.99
2018-07-20,653.99
2018-03-25,668.99
2018-04-04,678.99
2018-09-05,700.99
2018-12-19,700.99
2018-04-29,703.99
2018-08-24,703.99
2018-08-26,703.99
2018-08-31,703.99
2018-09-02,703.99
2018-09-07,703.99
2018-11-09,703.99
2018-11-11,703.99
2018-11-16,703.99
2018-11-18,703.99
2018-11-23,703.99
2018-11-25,703.99
2018-11-30,703.99
2018-12-02,703.99
2018-04-03,706.99
2018-11-04,743.99
2018-01-09,750.99
2018-12-07,753.99
2018-12-09,753.99
2018-11-02,783.99
2018-12-14,803.99
2018-04-01,853.99
2018-04-08,853.99
2018-11-14,880.99
2018-12-16,883.99
2018-12-26,980.99
2018-12-28,1013.99
2018-12-30,1013.99
2018-01-02,1050.99
2018-12-21,1063.99
2018-12-23,1063.99
2018-01-04,1363.99
