2018-04-04,948.99
2018-04-08,852.99
2018-04-11,828.99
2018-04-15,802.99
2018-04-18,678.99
2018-04-22,752.99
2018-04-25,628.99
2018-04-29,702.99
2018-05-02,530.99
2018-05-06,492.99
2018-05-09,420.99
2018-05-13,412.99
2018-05-16,400.99
2018-05-20,442.99
2018-05-23,400.99
2018-05-27,562.99
2018-05-30,520.99
2018-06-03,602.99
2018-06-06,450.99
2018-06-10,362.99
2018-06-13,370.99
2018-06-17,362.99
2018-06-20,450.99
2018-06-22,412.99
2018-06-24,522.99
2018-06-27,400.99
2018-06-29,572.99
2018-07-01,572.99
2018-07-04,600.99
2018-07-06,522.99
2018-07-08,522.99
2018-07-11,520.99
2018-07-13,522.99
2018-07-15,602.99
2018-07-18,520.99
2018-07-20,522.99
2018-07-22,362.99
2018-07-25,300.99
2018-07-27,362.99
2018-07-29,412.99
2018-08-01,300.99
2018-08-03,572.99
2018-08-05,522.99
2018-08-08,410.99
2018-08-10,522.99
2018-08-12,522.99
2018-08-15,540.99
2018-08-17,572.99
2018-08-19,522.99
2018-08-22,540.99
2018-08-24,752.99
2018-08-26,702.99
2018-08-29,540.99
2018-08-31,702.99
2018-09-02,702.99
2018-09-05,650.99
2018-09-07,672.99
2018-09-09,622.99
2018-09-12,650.99
2018-09-14,522.99
2018-09-16,522.99
2018-09-19,520.99
2018-09-21,522.99
2018-09-23,522.99
2018-09-26,470.99
2018-09-28,562.99
2018-09-30,522.99
2018-10-03,470.99
2018-10-05,562.99
2018-10-07,562.99
2018-10-10,470.99
2018-10-12,612.99
2018-10-14,612.99
2018-10-17,470.99
2018-10-19,572.99
2018-10-21,572.99
2018-10-24,470.99
2018-10-26,522.99
2018-10-28,652.99
2018-10-31,470.99
2018-11-02,782.99
2018-11-04,742.99
2018-11-07,550.99
2018-11-09,782.99
2018-11-11,702.99
2018-11-14,880.99
2018-11-16,702.99
2018-11-18,702.99
2018-11-21,600.99
2018-11-23,702.99
2018-11-25,702.99
2018-11-28,500.99
2018-11-30,702.99
2018-12-02,702.99
2018-12-05,500.99
2018-12-07,752.99
2018-12-09,752.99
2018-12-12,500.99
2018-12-14,802.99
2018-12-16,882.99
2018-12-19,700.99
2018-12-21,1062.99
2018-12-23,1062.99
2018-12-26,980.99
2018-12-28,1012.99
2018-12-30,1012.99
2019-01-02,1030.99
2019-01-04,1362.99
2019-01-09,750.99
2019-01-16,650.99
2019-01-20,480.99
2019-01-23,650.99
2019-01-27,650.99
2019-01-30,650.99
2019-02-03,650.99
2019-02-10,600.99
2019-02-17,600.99
2019-02-24,600.99
