2018-04-15,903.99
2018-04-18,578.99
2018-04-22,593.99
2018-04-25,678.99
2018-04-29,753.99
2018-05-02,580.99
2018-05-06,543.99
2018-05-09,480.99
2018-05-13,543.99
2018-05-16,480.99
2018-05-20,603.99
2018-05-23,480.99
2018-05-27,643.99
2018-05-30,700.99
2018-06-03,643.99
2018-06-06,400.99
2018-06-10,363.99
2018-06-13,400.99
2018-06-17,363.99
2018-06-20,420.99
2018-06-22,463.99
2018-06-24,413.99
2018-06-27,480.99
2018-06-29,623.99
2018-07-01,553.99
2018-07-04,650.99
2018-07-06,503.99
2018-07-08,503.99
2018-07-11,700.99
2018-07-13,503.99
2018-07-15,583.99
2018-07-18,470.99
2018-07-20,503.99
2018-07-22,343.99
2018-07-25,300.99
2018-07-27,343.99
2018-07-29,393.99
2018-08-01,380.99
2018-08-03,553.99
2018-08-05,503.99
2018-08-08,430.99
2018-08-10,523.99
2018-08-12,523.99
2018-08-15,430.99
2018-08-17,573.99
2018-08-19,573.99
2018-08-22,430.99
2018-08-24,753.99
2018-08-26,703.99
2018-08-29,430.99
2018-08-31,703.99
2018-09-02,703.99
2018-09-05,580.99
2018-09-07,723.99
2018-09-09,623.99
2018-09-12,530.99
2018-09-14,523.99
2018-09-16,523.99
2018-09-19,300.99
2018-09-21,473.99
2018-09-23,473.99
2018-09-26,360.99
2018-09-28,513.99
2018-09-30,473.99
2018-10-03,490.99
2018-10-05,513.99
2018-10-07,513.99
2018-10-10,500.99
2018-10-12,563.99
2018-10-14,513.99
2018-10-17,360.99
2018-10-19,523.99
2018-10-21,473.99
2018-10-24,360.99
2018-10-26,523.99
2018-10-28,603.99
2018-10-31,360.99
2018-11-02,733.99
2018-11-04,693.99
2018-11-07,440.99
2018-11-09,733.99
2018-11-11,653.99
2018-11-14,830.99
2018-11-16,653.99
2018-11-18,653.99
2018-11-21,550.99
2018-11-23,653.99
2018-11-25,653.99
2018-11-28,540.99
2018-11-30,653.99
2018-12-02,653.99
2018-12-05,450.99
2018-12-07,703.99
2018-12-09,703.99
2018-12-12,450.99
2018-12-14,703.99
2018-12-16,783.99
2018-12-19,650.99
2018-12-21,1063.99
2018-12-23,1063.99
2018-12-26,980.99
2018-12-28,1013.99
2018-12-30,1013.99
2019-01-02,1030.99
2019-01-04,1363.99
2019-01-06,1363.99
2019-01-09,750.99
2019-01-11,1013.99
2019-01-13,1013.99
2019-01-16,650.99
2019-01-18,963.99
2019-01-20,480.99
2019-01-23,650.99
2019-01-25,963.99
2019-01-27,650.99
2019-01-30,650.99
2019-02-01,703.99
2019-02-03,650.99
2019-02-06,500.99
2019-02-08,703.99
2019-02-10,450.99
2019-02-13,450.99
2019-02-15,493.99
2019-02-17,450.99
2019-02-20,450.99
2019-02-22,493.99
2019-02-24,600.99
2019-02-27,600.99
