2018-10-24,340.99
2018-05-16,370.99
2018-05-23,370.99
2018-06-27,370.99
2018-06-10,383.99
2018-06-17,383.99
2018-06-22,383.99
2018-06-06,390.99
2018-06-13,390.99
2018-06-20,390.99
2018-07-25,390.99
2018-08-01,390.99
2018-08-08,390.99
2018-08-29,390.99
2018-09-26,390.99
2018-11-07,400.99
2018-02-10,430.99
2018-02-17,430.99
2018-05-13,433.99
2018-05-20,433.99
2018-08-15,450.99
2018-08-22,450.99
2018-11-21,450.99
2018-05-02,480.99
2018-01-20,480.99
2018-01-27,480.99
2018-02-03,480.99
2018-10-03,490.99
2018-10-10,490.99
2018-10-17,490.99
2018-10-31,490.99
2018-04-29,493.99
2018-05-09,500.99
2018-09-05,500.99
2018-11-28,500.99
2018-12-05,500.99
2018-12-12,500.99
2018-04-25,528.99
2018-05-30,540.99
2018-07-11,540.99
2018-07-18,540.99
2018-09-19,540.99
2018-06-24,543.99
2018-09-14,543.99
2018-09-21,543.99
2018-09-23,543.99
2018-09-28,543.99
2018-09-30,543.99
2018-10-26,543.99
2018-04-11,578.99
2018-04-18,578.99
2018-03-18,583.99
2018-05-27,583.99
2018-07-06,583.99
2018-09-16,583.99
2018-08-05,593.99
2018-08-10,593.99
2018-08-17,593.99
2018-10-19,593.99
2018-10-21,593.99
2018-03-27,596.99
2018-04-04,598.99
2018-07-04,600.99
2018-09-12,600.99
2018-06-03,623.99
2018-07-13,623.99
2018-10-05,623.99
2018-10-07,623.99
2018-03-28,628.99
2018-06-29,633.99
2018-07-01,633.99
2018-07-27,633.99
2018-07-29,633.99
2018-08-03,633.99
2018-08-12,633.99
2018-08-19,633.99
2018-01-16,650.99
2018-01-23,650.99
2018-01-30,650.99
2018-04-22,653.99
2018-05-06,653.99
2018-10-28,653.99
2018-07-08,673.99
2018-07-15,673.99
2018-07-20,673.99
2018-07-22,673.99
2018-09-07,673.99
2018-09-09,673.99
2018-10-12,673.99
2018-10-14,673.99
2018-03-21,678.99
2018-04-03,696.99
2018-12-19,700.99
2018-03-25,703.99
2018-04-15,703.99
2018-08-24,703.99
2018-08-26,703.99
2018-08-31,703.99
2018-09-02,703.99
2018-11-04,703.99
2018-11-09,703.99
2018-11-11,703.99
2018-11-16,703.99
2018-11-18,703.99
2018-11-23,703.99
2018-11-25,703.99
2018-11-30,703.99
2018-12-02,703.99
2018-01-09,750.99
2018-04-08,753.99
2018-12-07,753.99
2018-12-09,753.99
2018-11-02,783.99
2018-12-14,803.99
2018-04-01,833.99
2018-11-14,880.99
2018-12-16,883.99
2018-12-26,980.99
2018-12-28,1013.99
2018-12-30,1013.99
2018-01-02,1050.99
2018-12-21,1063.99
2018-12-23,1063.99
2018-01-04,1363.99
